gender,age_band,num_of_prev_attempts,score,final_result,dataset
F,0-35,0,71.25,Pass,D2
M,0-35,1,81.41666666666667,Pass,D2
M,35-55,1,79.41666666666667,Pass,D2
M,0-35,1,,Fail,D2
M,0-35,0,84.5,Fail,D2
M,0-35,2,,Fail,D2
M,0-35,0,83.33333333333333,Excellent,D2
F,0-35,0,63.0,Fail,D2
M,0-35,0,88.0,Fail,D2
F,35-55,1,94.0,Fail,D2
M,0-35,0,76.33333333333333,Pass,D2
M,0-35,0,66.58333333333333,Fail,D2
M,0-35,0,78.25,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,1,,Fail,D2
M,35-55,0,87.25,Pass,D2
M,0-35,2,82.0,Fail,D2
M,0-35,2,56.266666666666666,Fail,D2
M,0-35,0,84.25,Pass,D2
M,35-55,2,77.86666666666666,Pass,D2
F,0-35,0,,Fail,D2
M,35-55,2,68.66666666666667,Fail,D2
F,35-55,3,64.0,Fail,D2
M,0-35,2,73.22222222222223,Fail,D2
M,0-35,3,66.41666666666667,Pass,D2
M,35-55,0,72.66666666666667,Pass,D2
F,35-55,0,,Fail,D2
M,0-35,1,63.36363636363637,Pass,D2
M,0-35,1,,Fail,D2
M,0-35,1,67.66666666666667,Fail,D2
M,0-35,1,77.71428571428571,Fail,D2
M,0-35,0,72.18181818181819,Pass,D2
M,0-35,1,85.33333333333333,Fail,D2
M,0-35,0,88.25,Pass,D2
M,35-55,0,,Fail,D2
M,35-55,0,89.91666666666667,Pass,D2
F,0-35,0,86.58333333333333,Pass,D2
M,0-35,0,76.0,Pass,D2
F,0-35,3,63.75,Fail,D2
M,0-35,0,80.41666666666667,Pass,D2
M,35-55,1,92.35714285714286,Pass,D2
M,0-35,0,84.5,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,75.91666666666667,Pass,D2
M,35-55,0,86.0,Fail,D2
M,0-35,1,78.0,Fail,D2
M,35-55,2,83.0,Fail,D2
M,0-35,1,74.66666666666667,Fail,D2
M,0-35,1,72.9090909090909,Fail,D2
M,35-55,0,,Fail,D2
M,35-55,0,79.75,Pass,D2
M,0-35,1,76.25,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,73.6,Fail,D2
M,0-35,0,78.0,Pass,D2
M,0-35,1,,Fail,D2
M,0-35,0,64.0,Fail,D2
F,0-35,0,56.0,Fail,D2
M,0-35,0,79.5,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,1,64.5,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,71.5,Pass,D2
M,0-35,1,72.16666666666667,Pass,D2
M,35-55,0,,Fail,D2
M,0-35,1,,Fail,D2
M,0-35,2,59.16666666666666,Pass,D2
F,0-35,0,64.08333333333333,Pass,D2
M,35-55,1,66.38888888888889,Fail,D2
F,0-35,0,69.58333333333333,Pass,D2
M,35-55,0,65.0,Fail,D2
M,0-35,0,77.25,Fail,D2
M,0-35,0,86.25,Pass,D2
M,0-35,0,91.08333333333331,Pass,D2
M,35-55,0,67.75,Pass,D2
F,0-35,0,67.0,Fail,D2
M,35-55,0,85.33333333333333,Fail,D2
M,0-35,0,70.0,Fail,D2
F,35-55,0,78.08333333333333,Pass,D2
F,35-55,0,61.25,Fail,D2
M,0-35,0,85.41666666666667,Excellent,D2
M,0-35,0,84.38461538461539,Pass,D2
M,0-35,2,77.0,Fail,D2
M,0-35,1,80.41666666666667,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,1,57.9,Fail,D2
M,0-35,0,45.71428571428572,Fail,D2
M,35-55,2,48.5,Fail,D2
M,0-35,0,90.08333333333331,Pass,D2
M,0-35,2,65.5,Fail,D2
M,0-35,0,84.25,Pass,D2
M,0-35,0,66.0,Fail,D2
M,0-35,0,79.0,Pass,D2
M,0-35,2,72.3,Fail,D2
M,0-35,0,83.0,Pass,D2
M,35-55,2,81.4,Pass,D2
M,0-35,3,68.41666666666667,Pass,D2
F,0-35,0,66.0,Fail,D2
M,0-35,2,,Fail,D2
M,0-35,0,76.0,Pass,D2
M,0-35,0,90.5,Excellent,D2
M,0-35,3,64.0,Fail,D2
F,0-35,2,75.16666666666667,Pass,D2
M,0-35,0,89.16666666666667,Pass,D2
M,0-35,0,79.75,Pass,D2
M,0-35,0,86.5,Excellent,D2
M,0-35,0,59.4,Fail,D2
F,0-35,0,80.75,Pass,D2
M,35-55,1,72.0,Fail,D2
M,0-35,1,51.0,Fail,D2
M,0-35,2,,Fail,D2
M,35-55,0,87.58333333333333,Excellent,D2
M,0-35,0,82.2,Pass,D2
M,35-55,0,,Fail,D2
M,0-35,0,66.0,Fail,D2
M,0-35,0,81.08333333333333,Pass,D2
M,0-35,0,90.41666666666669,Excellent,D2
M,35-55,0,71.08333333333333,Pass,D2
M,0-35,2,,Fail,D2
M,35-55,0,82.08333333333333,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,62.91666666666666,Pass,D2
M,0-35,1,47.90909090909091,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,55.91666666666666,Pass,D2
M,35-55,4,47.0,Fail,D2
F,0-35,1,60.0,Fail,D2
F,0-35,0,71.08333333333333,Pass,D2
F,0-35,2,77.77272727272727,Pass,D2
M,0-35,0,70.25,Pass,D2
F,35-55,0,54.0,Fail,D2
M,0-35,0,85.33333333333333,Excellent,D2
M,0-35,2,62.083333333333336,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,64.91666666666667,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,66.0,Fail,D2
M,0-35,0,85.4,Pass,D2
M,0-35,0,79.0,Fail,D2
M,0-35,2,60.142857142857146,Fail,D2
M,0-35,2,87.5,Fail,D2
F,35-55,1,75.3,Pass,D2
M,0-35,0,79.0,Pass,D2
M,0-35,0,84.16666666666667,Pass,D2
M,0-35,0,93.0,Fail,D2
M,35-55,0,65.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,93.25,Excellent,D2
M,0-35,3,60.04166666666666,Fail,D2
M,0-35,1,87.0,Fail,D2
M,35-55,1,73.08333333333333,Pass,D2
M,35-55,4,62.54166666666666,Pass,D2
M,0-35,1,61.63636363636363,Fail,D2
F,0-35,1,82.0,Fail,D2
F,0-35,0,90.16666666666669,Excellent,D2
M,0-35,0,80.18181818181819,Pass,D2
M,0-35,4,81.41666666666667,Pass,D2
M,35-55,0,,Fail,D2
M,35-55,0,89.41666666666667,Excellent,D2
M,0-35,0,64.0,Fail,D2
F,35-55,0,82.66666666666667,Fail,D2
F,0-35,0,66.33333333333333,Pass,D2
M,0-35,0,64.0,Fail,D2
F,0-35,1,84.375,Pass,D2
F,0-35,0,53.16666666666666,Fail,D2
M,0-35,0,82.83333333333333,Pass,D2
M,35-55,0,76.0,Fail,D2
F,35-55,0,77.33333333333333,Pass,D2
M,35-55,0,,Fail,D2
M,35-55,1,82.0,Pass,D2
F,0-35,0,79.5,Fail,D2
F,0-35,0,97.07142857142856,Excellent,D2
M,0-35,1,49.41666666666666,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,1,84.125,Pass,D2
M,35-55,1,68.0,Fail,D2
M,35-55,1,61.66666666666666,Pass,D2
M,0-35,0,30.0,Fail,D2
F,0-35,0,64.63636363636364,Fail,D2
M,35-55,1,77.41666666666667,Pass,D2
M,0-35,0,75.16666666666667,Pass,D2
M,35-55,2,82.66666666666667,Fail,D2
M,35-55,2,56.04166666666666,Fail,D2
M,0-35,0,79.66666666666667,Fail,D2
M,0-35,0,55.25,Fail,D2
M,0-35,1,86.1,Fail,D2
M,0-35,1,71.45454545454545,Pass,D2
F,35-55,0,70.33333333333333,Pass,D2
F,0-35,1,64.875,Pass,D2
M,0-35,1,79.25,Pass,D2
M,0-35,0,72.5,Pass,D2
M,0-35,1,73.83333333333333,Pass,D2
M,0-35,0,89.16666666666667,Excellent,D2
F,0-35,2,76.85714285714286,Fail,D2
M,0-35,0,76.83333333333333,Pass,D2
M,0-35,0,90.08333333333331,Excellent,D2
M,0-35,0,90.83333333333331,Excellent,D2
M,0-35,0,64.41666666666667,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,0,78.5,Pass,D2
F,0-35,0,88.25,Pass,D2
M,0-35,1,78.3125,Pass,D2
M,0-35,0,91.41666666666669,Excellent,D2
M,35-55,0,80.0,Pass,D2
M,0-35,0,89.25,Excellent,D2
M,35-55,0,,Fail,D2
M,0-35,0,81.0,Fail,D2
M,35-55,2,73.73684210526316,Pass,D2
F,35-55,0,96.8095238095238,Excellent,D2
M,35-55,1,76.58333333333333,Pass,D2
M,0-35,1,61.0,Fail,D2
M,0-35,0,68.0,Fail,D2
M,0-35,0,92.91666666666669,Excellent,D2
M,0-35,0,58.0,Fail,D2
M,0-35,0,75.75,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,83.66666666666667,Pass,D2
M,0-35,1,35.8,Fail,D2
M,0-35,0,82.91666666666667,Pass,D2
M,0-35,1,40.66666666666666,Fail,D2
M,35-55,1,78.0,Fail,D2
M,0-35,1,,Fail,D2
F,0-35,0,86.75,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,63.0,Fail,D2
F,0-35,1,67.13333333333334,Pass,D2
M,0-35,0,69.91666666666667,Pass,D2
M,0-35,2,,Fail,D2
M,0-35,0,65.0,Pass,D2
F,35-55,0,80.25,Pass,D2
M,0-35,0,83.41666666666667,Pass,D2
M,0-35,0,82.25,Pass,D2
F,35-55,0,72.08333333333333,Fail,D2
M,0-35,2,81.0,Fail,D2
M,0-35,1,72.5,Fail,D2
M,35-55,0,91.0,Excellent,D2
M,35-55,0,78.41666666666667,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,1,76.0,Fail,D2
M,35-55,1,,Fail,D2
F,35-55,0,,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,1,76.6,Fail,D2
M,0-35,1,66.66666666666667,Fail,D2
F,35-55,0,79.33333333333333,Pass,D2
M,35-55,0,91.04761904761904,Pass,D2
M,0-35,0,93.9047619047619,Excellent,D2
F,0-35,2,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,86.66666666666667,Pass,D2
M,0-35,1,72.27272727272727,Fail,D2
M,35-55,1,61.833333333333336,Fail,D2
M,0-35,1,56.16666666666666,Fail,D2
M,0-35,1,71.25,Fail,D2
F,35-55,0,86.83333333333333,Excellent,D2
M,0-35,0,,Fail,D2
M,35-55,0,51.25,Fail,D2
M,0-35,1,75.0,Fail,D2
F,0-35,0,70.63636363636364,Pass,D2
F,0-35,1,81.4375,Excellent,D2
M,0-35,1,52.5,Fail,D2
M,0-35,1,52.0,Fail,D2
M,0-35,1,86.0,Fail,D2
M,35-55,1,70.0,Fail,D2
M,0-35,1,67.0,Fail,D2
M,0-35,0,75.83333333333333,Pass,D2
F,0-35,1,85.66666666666667,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,58.16666666666666,Fail,D2
M,35-55,0,,Fail,D2
M,35-55,1,62.0,Fail,D2
M,0-35,0,70.25,Pass,D2
M,0-35,0,83.58333333333333,Pass,D2
M,35-55,0,89.5,Pass,D2
M,0-35,1,38.333333333333336,Fail,D2
M,0-35,0,58.0,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,1,48.6,Fail,D2
M,0-35,0,76.5,Fail,D2
M,35-55,0,85.4,Fail,D2
M,0-35,1,77.375,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,1,77.2,Pass,D2
M,0-35,0,74.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,83.83333333333333,Excellent,D2
F,0-35,0,95.0,Fail,D2
M,0-35,0,84.0,Pass,D2
M,0-35,0,74.25,Pass,D2
M,0-35,0,84.25,Pass,D2
M,35-55,0,91.25,Excellent,D2
M,0-35,0,73.47619047619048,Pass,D2
M,0-35,2,52.66666666666666,Fail,D2
M,0-35,1,66.85714285714286,Fail,D2
M,35-55,1,54.73913043478261,Pass,D2
F,0-35,0,90.33333333333331,Excellent,D2
F,0-35,0,79.75,Pass,D2
M,0-35,0,61.5,Fail,D2
M,0-35,0,81.75,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,33.6,Fail,D2
M,35-55,0,95.58333333333331,Excellent,D2
M,35-55,1,61.25,Fail,D2
M,0-35,0,82.75,Pass,D2
M,35-55,0,56.63636363636363,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,55.86666666666667,Fail,D2
M,0-35,0,72.0,Pass,D2
M,35-55,0,83.25,Pass,D2
M,0-35,1,54.61538461538461,Fail,D2
M,0-35,1,,Fail,D2
F,0-35,0,79.83333333333333,Pass,D2
M,0-35,1,,Fail,D2
M,0-35,1,69.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,63.75,Pass,D2
M,35-55,0,85.0,Pass,D2
M,0-35,0,82.58333333333333,Pass,D2
M,0-35,1,65.75,Fail,D2
M,35-55,0,93.66666666666669,Excellent,D2
M,0-35,0,76.11111111111111,Fail,D2
M,35-55,1,75.4,Fail,D2
M,0-35,1,81.71428571428571,Fail,D2
M,0-35,0,89.58333333333333,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,1,54.0,Fail,D2
M,0-35,2,81.16666666666667,Pass,D2
M,0-35,0,68.0,Fail,D2
M,35-55,0,90.08333333333331,Excellent,D2
M,35-55,0,75.0,Fail,D2
M,0-35,0,65.0,Fail,D2
M,0-35,1,66.2,Pass,D2
M,55<=,0,83.625,Pass,D2
M,0-35,0,89.91666666666667,Excellent,D2
M,0-35,0,86.58333333333333,Pass,D2
F,35-55,0,79.83333333333333,Pass,D2
M,0-35,0,69.81818181818181,Pass,D2
M,0-35,1,50.66666666666666,Fail,D2
M,0-35,1,67.6,Fail,D2
M,0-35,1,61.55,Pass,D2
F,0-35,0,84.66666666666667,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,1,76.66666666666667,Fail,D2
M,0-35,1,62.0,Fail,D2
M,0-35,0,53.0,Fail,D2
M,35-55,0,77.58333333333333,Pass,D2
M,0-35,1,52.5,Pass,D2
M,0-35,1,56.85714285714285,Fail,D2
M,0-35,0,73.0,Fail,D2
M,0-35,1,78.28571428571429,Pass,D2
F,35-55,0,83.0,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,82.0,Pass,D2
M,0-35,0,81.58333333333333,Pass,D2
F,35-55,0,56.0,Fail,D2
M,0-35,2,67.21052631578948,Pass,D2
F,0-35,0,76.0,Pass,D2
M,35-55,1,79.16666666666667,Pass,D2
M,0-35,0,75.2,Fail,D2
F,0-35,0,80.91666666666667,Excellent,D2
M,0-35,0,92.83333333333331,Excellent,D2
M,0-35,1,75.0,Pass,D2
M,35-55,0,73.08333333333333,Pass,D2
M,0-35,1,54.285714285714285,Fail,D2
M,0-35,1,63.0,Fail,D2
M,35-55,1,70.66666666666667,Fail,D2
M,0-35,1,60.5625,Pass,D2
M,0-35,1,70.0,Fail,D2
M,0-35,0,84.75,Fail,D2
M,35-55,0,,Fail,D2
M,35-55,1,66.5,Fail,D2
M,0-35,0,79.0,Pass,D2
M,0-35,0,91.08333333333331,Pass,D2
M,0-35,0,64.0,Fail,D2
F,35-55,0,65.0,Fail,D2
M,0-35,1,86.33333333333333,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,82.08333333333333,Pass,D2
M,0-35,0,74.0,Fail,D2
M,0-35,1,,Fail,D2
M,0-35,0,87.83333333333333,Pass,D2
M,0-35,2,76.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,77.33333333333333,Pass,D2
M,0-35,0,56.5,Fail,D2
M,0-35,1,68.92307692307692,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,0,84.66666666666667,Pass,D2
M,0-35,0,89.33333333333333,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,1,63.66666666666666,Fail,D2
M,35-55,0,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,59.5,Fail,D2
M,35-55,0,71.0,Fail,D2
M,35-55,0,73.25,Pass,D2
M,0-35,1,60.0,Fail,D2
M,0-35,1,60.0,Fail,D2
M,0-35,0,80.75,Fail,D2
F,0-35,1,60.588235294117645,Fail,D2
M,0-35,1,84.41666666666667,Pass,D2
M,35-55,1,62.5,Fail,D2
M,0-35,0,73.58333333333333,Pass,D2
M,0-35,1,58.53333333333333,Fail,D2
M,0-35,0,87.2,Fail,D2
M,0-35,0,82.63636363636364,Pass,D2
M,0-35,1,74.25,Fail,D2
M,0-35,0,76.0,Pass,D2
M,35-55,1,67.0,Fail,D2
M,0-35,0,71.66666666666667,Pass,D2
M,0-35,1,65.0,Fail,D2
M,0-35,1,69.0,Fail,D2
M,35-55,0,85.58333333333333,Pass,D2
M,0-35,1,70.91666666666667,Pass,D2
F,35-55,0,,Fail,D2
M,0-35,0,71.33333333333333,Fail,D2
M,0-35,1,86.5,Fail,D2
M,0-35,0,70.05555555555556,Pass,D2
F,0-35,2,36.6,Fail,D2
M,0-35,1,58.0,Fail,D2
M,0-35,0,82.58333333333333,Pass,D2
F,0-35,0,93.0,Pass,D2
F,35-55,0,,Fail,D2
M,0-35,1,86.83333333333333,Fail,D2
M,0-35,1,75.0,Fail,D2
F,0-35,1,68.08333333333333,Fail,D2
M,0-35,0,88.16666666666667,Pass,D2
F,35-55,0,84.66666666666667,Pass,D2
M,0-35,0,85.5,Pass,D2
F,0-35,1,70.0,Fail,D2
M,0-35,0,80.75,Pass,D2
M,35-55,0,76.0,Pass,D2
F,0-35,0,84.0,Fail,D2
M,0-35,1,66.11764705882354,Pass,D2
M,0-35,1,76.0,Fail,D2
F,35-55,0,94.75,Excellent,D2
M,35-55,0,90.08333333333331,Pass,D2
M,0-35,1,,Fail,D2
M,0-35,0,90.08333333333331,Pass,D2
M,35-55,0,,Fail,D2
F,35-55,0,77.83333333333333,Pass,D2
F,0-35,0,88.83333333333333,Pass,D2
F,35-55,0,80.08333333333333,Pass,D2
M,0-35,0,82.33333333333333,Pass,D2
M,35-55,0,93.33333333333331,Excellent,D2
M,0-35,0,86.5,Fail,D2
M,35-55,1,76.1,Pass,D2
M,35-55,1,67.41666666666667,Pass,D2
F,0-35,0,87.16666666666667,Excellent,D2
F,0-35,0,85.75,Excellent,D2
F,0-35,0,80.25,Pass,D2
M,0-35,0,84.25,Pass,D2
M,35-55,0,71.75,Pass,D2
F,0-35,0,76.66666666666667,Fail,D2
F,0-35,0,51.09090909090909,Pass,D2
F,0-35,0,59.0,Pass,D2
F,0-35,0,69.33333333333333,Pass,D2
M,0-35,1,89.5,Excellent,D2
M,0-35,0,85.0,Excellent,D2
F,0-35,1,71.53333333333333,Pass,D2
F,35-55,0,85.33333333333333,Pass,D2
M,0-35,1,75.85714285714286,Fail,D2
M,0-35,0,64.0,Fail,D2
M,0-35,1,68.0,Fail,D2
M,0-35,0,77.5,Fail,D2
F,0-35,0,83.16666666666667,Pass,D2
M,0-35,0,71.42857142857143,Fail,D2
M,35-55,0,89.5,Pass,D2
M,35-55,0,68.0,Fail,D2
F,0-35,0,77.33333333333333,Pass,D2
F,0-35,1,63.333333333333336,Pass,D2
M,35-55,0,94.75,Excellent,D2
M,0-35,0,74.83333333333333,Pass,D2
M,0-35,1,76.83333333333333,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,1,,Fail,D2
F,35-55,0,96.16666666666669,Excellent,D2
M,0-35,1,74.0,Fail,D2
M,0-35,0,76.66666666666667,Pass,D2
M,0-35,0,86.5,Fail,D2
M,0-35,1,78.41666666666667,Pass,D2
M,35-55,0,60.91666666666666,Pass,D2
F,0-35,1,81.0,Fail,D2
M,35-55,0,90.25,Pass,D2
M,0-35,1,,Fail,D2
M,0-35,1,,Fail,D2
M,35-55,0,,Fail,D2
M,0-35,0,82.0,Fail,D2
M,0-35,0,54.0,Fail,D2
M,0-35,0,83.33333333333333,Excellent,D2
M,0-35,0,91.75,Excellent,D2
M,35-55,1,92.0,Fail,D2
M,35-55,0,,Fail,D2
M,35-55,0,87.0,Pass,D2
M,35-55,0,83.0,Fail,D2
M,35-55,0,79.0,Fail,D2
M,0-35,0,87.25,Fail,D2
M,0-35,0,68.75,Pass,D2
F,0-35,0,87.16666666666667,Excellent,D2
M,0-35,0,,Fail,D2
F,0-35,0,77.83333333333333,Pass,D2
M,35-55,1,60.333333333333336,Fail,D2
M,0-35,1,,Fail,D2
M,0-35,0,76.0,Fail,D2
M,35-55,0,89.83333333333333,Excellent,D2
M,0-35,0,,Fail,D2
M,0-35,0,88.16666666666667,Excellent,D2
F,0-35,1,85.58823529411765,Pass,D2
M,35-55,0,88.58333333333333,Pass,D2
M,35-55,0,86.88235294117646,Fail,D2
M,0-35,0,73.0909090909091,Pass,D2
M,0-35,1,86.4,Fail,D2
M,0-35,0,82.33333333333333,Pass,D2
M,0-35,0,55.083333333333336,Fail,D2
M,0-35,0,85.57142857142857,Pass,D2
M,0-35,0,86.41666666666667,Excellent,D2
M,0-35,1,64.4,Fail,D2
F,0-35,0,87.0,Excellent,D2
F,0-35,0,81.08333333333333,Pass,D2
F,0-35,0,74.41666666666667,Pass,D2
M,35-55,0,88.83333333333333,Pass,D2
M,0-35,1,69.33333333333333,Fail,D2
F,0-35,0,81.91666666666667,Pass,D2
F,0-35,0,66.0,Fail,D2
M,0-35,1,86.66666666666667,Fail,D2
F,35-55,0,79.0909090909091,Excellent,D2
M,0-35,1,66.0,Fail,D2
M,0-35,0,,Fail,D2
M,35-55,1,66.5,Pass,D2
M,35-55,1,73.0,Fail,D2
M,35-55,0,73.0,Fail,D2
M,0-35,0,86.75,Pass,D2
F,0-35,0,89.85714285714286,Pass,D2
M,0-35,0,61.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,84.04761904761905,Pass,D2
M,0-35,0,78.08333333333333,Pass,D2
M,35-55,0,71.91666666666667,Pass,D2
M,35-55,0,89.33333333333333,Excellent,D2
M,35-55,0,54.63636363636363,Fail,D2
M,35-55,1,77.47058823529412,Fail,D2
M,0-35,1,,Fail,D2
M,35-55,0,83.5,Pass,D2
M,35-55,1,74.08333333333333,Fail,D2
M,0-35,0,58.0,Fail,D2
M,0-35,0,48.0,Fail,D2
M,35-55,1,86.0,Excellent,D2
F,35-55,0,,Fail,D2
F,0-35,0,67.75,Pass,D2
M,0-35,0,88.91666666666667,Excellent,D2
M,0-35,0,,Fail,D2
M,0-35,1,77.58333333333333,Pass,D2
M,0-35,0,64.5,Pass,D2
M,0-35,1,78.5,Fail,D2
M,0-35,0,72.0,Fail,D2
F,35-55,0,,Fail,D2
M,35-55,0,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,69.0,Fail,D2
F,0-35,0,92.16666666666669,Excellent,D2
M,0-35,0,96.33333333333331,Excellent,D2
M,35-55,0,84.16666666666667,Pass,D2
F,0-35,1,69.36363636363636,Fail,D2
M,0-35,1,71.76470588235294,Fail,D2
M,0-35,0,86.0,Fail,D2
M,0-35,0,83.0,Fail,D2
M,0-35,1,67.125,Fail,D2
M,35-55,0,90.83333333333331,Excellent,D2
F,0-35,0,58.54545454545455,Pass,D2
M,35-55,0,92.16666666666669,Excellent,D2
F,0-35,0,73.0,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,0,94.0,Fail,D2
M,35-55,0,93.08333333333331,Excellent,D2
F,0-35,0,79.7,Excellent,D2
M,0-35,0,88.28,Excellent,D2
F,0-35,1,66.66666666666667,Fail,D2
F,0-35,0,74.5,Fail,D2
M,0-35,1,84.16666666666667,Pass,D2
M,35-55,0,88.16666666666667,Excellent,D2
M,0-35,0,74.18181818181819,Fail,D2
M,0-35,0,68.38095238095238,Pass,D2
M,0-35,1,,Fail,D2
M,0-35,1,,Fail,D2
M,0-35,0,71.83333333333333,Pass,D2
F,0-35,0,89.23809523809524,Pass,D2
F,0-35,0,83.88888888888889,Pass,D2
M,0-35,0,79.83333333333333,Pass,D2
M,0-35,0,93.16666666666669,Excellent,D2
M,35-55,0,61.91666666666666,Pass,D2
M,0-35,1,62.0,Fail,D2
M,0-35,0,82.91666666666667,Pass,D2
M,35-55,0,88.83333333333333,Excellent,D2
M,0-35,1,89.0,Excellent,D2
M,0-35,1,70.66666666666667,Fail,D2
M,0-35,0,83.0,Pass,D2
M,0-35,1,81.33333333333333,Pass,D2
F,0-35,0,79.66666666666667,Fail,D2
M,35-55,0,92.0,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,0,78.0,Fail,D2
M,35-55,1,86.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,55.75,Fail,D2
M,35-55,0,,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,51.833333333333336,Fail,D2
M,0-35,0,82.0,Fail,D2
M,0-35,0,69.54545454545455,Fail,D2
M,0-35,0,81.41666666666667,Pass,D2
M,0-35,0,83.25,Fail,D2
M,0-35,0,80.0,Fail,D2
M,0-35,0,75.66666666666667,Pass,D2
M,0-35,0,75.25,Fail,D2
F,0-35,0,88.16666666666667,Pass,D2
M,35-55,0,,Fail,D2
F,35-55,0,64.33333333333333,Pass,D2
M,0-35,0,86.0,Excellent,D2
F,0-35,0,46.0,Fail,D2
M,0-35,0,69.5,Fail,D2
M,0-35,0,76.91666666666667,Pass,D2
F,0-35,0,58.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,78.33333333333333,Pass,D2
F,0-35,0,65.33333333333333,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,92.76190476190476,Excellent,D2
M,0-35,0,88.41666666666667,Excellent,D2
M,35-55,0,74.0,Pass,D2
F,0-35,0,73.5,Pass,D2
M,0-35,0,53.75,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,77.41666666666667,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,54.66666666666666,Fail,D2
M,0-35,0,46.0,Fail,D2
M,0-35,0,90.25,Fail,D2
M,35-55,0,50.91666666666666,Fail,D2
M,0-35,0,93.9047619047619,Excellent,D2
M,0-35,0,67.0,Fail,D2
M,0-35,0,66.66666666666667,Fail,D2
M,35-55,0,72.5,Pass,D2
M,0-35,0,33.25,Fail,D2
F,0-35,0,76.5,Pass,D2
M,0-35,0,81.91666666666667,Pass,D2
M,0-35,0,83.0,Pass,D2
M,0-35,0,84.66666666666667,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,0,,Fail,D2
M,0-35,0,70.91666666666667,Pass,D2
M,0-35,0,70.91666666666667,Pass,D2
M,0-35,0,90.25,Pass,D2
M,0-35,0,86.25,Pass,D2
F,0-35,0,80.33333333333333,Fail,D2
M,0-35,0,56.0,Fail,D2
F,0-35,0,73.58333333333333,Pass,D2
M,0-35,0,78.33333333333333,Pass,D2
M,0-35,0,83.0,Fail,D2
M,0-35,0,67.0,Fail,D2
M,0-35,0,73.58333333333333,Pass,D2
M,0-35,0,70.0,Fail,D2
M,0-35,0,,Fail,D2
F,35-55,0,79.5,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,0,87.5,Pass,D2
F,0-35,0,84.33333333333333,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,96.08333333333331,Excellent,D2
M,35-55,0,64.0,Fail,D2
M,0-35,0,65.33333333333333,Fail,D2
F,35-55,0,83.83333333333333,Pass,D2
M,0-35,0,70.0,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,73.58333333333333,Pass,D2
M,35-55,0,84.83333333333333,Pass,D2
M,0-35,0,79.33333333333333,Pass,D2
M,0-35,0,85.5,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,70.0,Fail,D2
M,35-55,0,92.41666666666669,Excellent,D2
M,35-55,0,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,31.0,Fail,D2
